カテゴリ,管理番号,施設名,郵便番号,所在地,開設者名,管理者名,電話番号,開設年月日,有効開始日,有効終了日,出典ファイル
薬局,71238-100,どんぐり薬局中山店,526-0025,長浜市分木町２－１７,株式会社チェックポイント,,,,2024-07-30,2029-12-31,5612273.xlsx
薬局,71240-100,ユタカ薬局高月,529-0241,長浜市高月町高月９１０－１,株式会社ユタカファーマシー,,0749-53-2164,,2024-09-02,2029-12-31,5612273.xlsx
薬局,71242-100,長浜調剤薬局,526-0021,長浜市八幡中山町３９４,株式会社セレネファーマシー,,0749-53-2661,,2024-09-01,2029-12-31,5612273.xlsx
薬局,71244-100,クオール薬局長浜高月店,529-0233,長浜市高月町渡岸寺１５３－７,クオール株式会社,,0749-85-6589,,2024-11-01,2029-12-31,5612273.xlsx
薬局,71246-100,ニカ薬局　長浜店,526-0021,長浜市八幡中山町３０５－６－１０２,株式会社ニカスト,,0749-57-6265,,2024-11-01,2029-12-31,5612273.xlsx
薬局,71250-100,ユタカ薬局米原下多良,521-0016,米原市下多良二丁目５６,株式会社ユタカファーマシー,,0749-53-2106,,2024-12-05,2029-12-31,5612273.xlsx
薬局,71253-100,ケアリア調剤薬局,526-0043,長浜市大戌亥町２８８－５,株式会社ケアリアプラス,,0749-68-3585,,2025-03-01,2030-12-31,5612273.xlsx
薬局,71254-100,阪神調剤薬局　長浜店,526-0052,長浜市神前町９－３７,株式会社スギ薬局,,0749-68-1785,,2025-03-01,2030-12-31,5612273.xlsx
薬局,71255-100,春日薬局　米原店,521-0013,米原市梅ケ原１４１３－１,株式会社Ｐｓ,,0749-53-4503,,2025-02-25,2030-12-31,5612273.xlsx
薬局,90172-100,株式会社ルックドイ薬局　安曇川店,520-1214,高島市安曇川町末広三丁目１８,株式会社　ルックドイ薬局,,0740-32-2848,,2023-01-01,2028-12-31,5612273.xlsx
薬局,90202-100,ひかり薬局,520-1501,高島市新旭町旭１０６７ー２,有限会社ウィズ・ピース,,0740-25-5546,,2024-01-01,2029-12-31,5612273.xlsx
薬局,90203-100,たんぽぽ薬局高島店,520-1121,高島市勝野２２４０－１,たんぽぽ薬局株式会社,,0740-36-8131,,2024-01-01,2029-12-31,5612273.xlsx
薬局,90212-100,ケーエーシー薬局,520-1605,高島市今津町南新保１６５番地,有限会社ケーエーシー,,0740-22-8848,,2025-01-01,2030-12-31,5612273.xlsx
薬局,90223-100,有限会社今井薬局　駅前店,520-1631,高島市今津町名小路一丁目３－７,有限会社今井薬局,,0740-22-4193,,2026-01-01,2031-12-31,5612273.xlsx
薬局,90228-100,つくし薬局　新旭店,520-1532,高島市新旭町熊野本一丁目１－１６,有限会社つくし薬局,,0740-25-8384,,2021-01-01,2026-12-31,5612273.xlsx
薬局,90244-100,株式会社戸井薬局今津駅前店,520-1622,高島市今津町中沼二丁目１－２,株式会社戸井薬局,,0740-22-5004,,2022-01-01,2027-12-31,5612273.xlsx
薬局,90299-100,ふれあい薬局・今津,520-1621,高島市今津町今津１５０４－４,株式会社近畿予防医学研究所,,0740-24-7177,,2024-01-01,2029-12-31,5612273.xlsx
薬局,90310-100,フタバ薬局新旭店,520-1501,高島市新旭町旭１０３０－３,株式会社フタバ,,0740-25-8270,,2025-01-01,2030-12-31,5612273.xlsx
薬局,90338-100,りんご薬局,520-1632,高島市今津町桜町一丁目７－９,株式会社りんご,,0740-22-0411,,2022-01-01,2027-12-31,5612273.xlsx
薬局,90339-100,たかひげ調剤薬局,520-1501,高島市新旭町旭７１１－１,株式会社マーレ薬品,,0740-25-0720,,2023-01-01,2028-12-31,5612273.xlsx
薬局,90344-100,千寿堂薬局,520-1214,高島市安曇川町末広三丁目２３－２,有限会社コスモメディカル,,0740-32-8040,,2024-01-01,2029-12-31,5612273.xlsx
薬局,90345-100,たんぽぽ薬局　新高島店,520-1121,高島市勝野２２５４－２８,たんぽぽ薬局株式会社,,0740-36-8211,,2024-01-01,2029-12-31,5612273.xlsx
薬局,90350-100,琵琶湖さざなみ薬局,520-1121,高島市勝野１９９－７,株式会社愛知メディックス,,0740-36-0099,,2024-01-01,2029-12-31,5612273.xlsx
薬局,90361-100,めぐみ薬局　新旭店,520-1532,高島市新旭町熊野本一丁目６－１１,株式会社恵,,0740-33-7255,,2025-01-01,2030-12-31,5612273.xlsx
薬局,90365-100,共創未来　高島薬局,520-1823,高島市マキノ町中庄４７３－９１,株式会社ファーマみらい,,0740-27-8112,,2025-01-01,2030-12-31,5612273.xlsx
薬局,90388-100,ユタカ薬局　安曇川,520-1212,高島市安曇川町西万木429,株式会社ユタカファーマシー,,0740-32-6021,,2023-01-01,2028-12-31,5612273.xlsx
薬局,90394-100,ウエルシア薬局　高島新旭店,520-1501,高島市新旭町旭６１０－１,ウエルシア薬局株式会社,,0740-25-0860,,2025-01-01,2030-12-31,5612273.xlsx
薬局,90398-100,ドリーム薬局　安曇川店,520-1212,高島市安曇川町西万木１２６４－３,有限会社未来,,0740-32-8066,,2025-01-01,2030-12-31,5612273.xlsx
薬局,90401-100,ふれあい薬局・高島,520-1121,高島市勝野２２４６－４,株式会社近畿予防医学研究所,,0740-36-8151,,2025-01-01,2030-12-31,5612273.xlsx
薬局,90411-100,みつばち調剤薬局,520-1216,高島市安曇川町中央二丁目３－１４,株式会社スリーエム,,0740-32-3799,,2021-02-01,2026-12-31,5612273.xlsx
薬局,90424-100,とうじゅ薬局,520-1501,高島市新旭町旭一丁目８－５　エスパ１階,株式会社メディカルシーズン,,0740-25-5117,,2022-08-01,2027-12-31,5612273.xlsx
薬局,90434-100,調剤薬局マリーンマキノ病院前店,520-1823,高島市マキノ町中庄４７３－１３１,株式会社アテナファーマシー,,0740-20-2525,,2024-02-01,2029-12-31,5612273.xlsx
薬局,90447-100,戸井薬局,520-1533,高島市新旭町安井川１２５２－１,株式会社　ルックドイ薬局,,0740-25-2004,,2026-01-21,2031-12-31,5612273.xlsx
薬局,90449-100,とうじゅ薬局,520-1216,高島市安曇川町中央三丁目１番２７,株式会社メディカルシーズン,,0740-25-5117,,2026-04-27,2031-12-31,5612273.xlsx
店舗販売業,20127-350,平和堂薬品　アル・プラザ守山,524-0012,守山市播磨田町１８５－１,株式会社平和堂,,077-581-1800,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,20148-350,セイシンドー,525-0066,草津市矢橋町２３－９３,進藤　道雄,,077-563-4702,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,20805-350,Ｂｅａｕｔｙ Ｒｏａｄ　アル・プラザ野洲,520-2331,野洲市小篠原１０００,株式会社平和堂,,077-588-5500,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,20846-350,ドラッグユタカ　守山店,524-0044,守山市古高町３８４,株式会社ユタカファーマシー,,077-581-1631,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,20849-350,クスリキリン堂　栗東店,520-3035,栗東市霊仙寺三丁目２－２９,株式会社キリン堂,,077-554-7100,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,20911-350,平和堂薬品　くさつ平和堂,525-0032,草津市大路一丁目１０－２７　くさつ平和堂地下１階内,株式会社平和堂,,077-562-2755,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,20922-350,Ｂｅａｕｔｙ　Ｒｏａｄ　アル・プラザ草津,525-0025,草津市西渋川一丁目２３－３０　アルプラザ草津１階内,株式会社平和堂,,077-561-6200,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,20937-350,クスリキリン堂　守山梅田店,524-0037,守山市梅田町１１－１９,株式会社キリン堂,,077-581-3972,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,20945-350,ココカラファイン　フェリエ南草津店,525-0055,草津市野路一丁目１５－５　フェリエ南草津内１階,株式会社ココカラファイン　ヘルスケア,,077-566-7520,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,20957-350,小島薬店,524-0022,守山市守山一丁目９－５,有限会社こじま,,077-582-2215,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,20989-350,ＨＥｉＷＡドラッグ　アル・プラザ栗東,520-3031,栗東市綣二丁目３－２２　アルプラザ栗東１階内,株式会社平和堂,,077-551-6300,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,21362-350,松喬堂,520-2331,野洲市小篠原１９９２－７　大生ビルⅡ１０３,木本　順子,,077-588-2430,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,21388-350,クスリキリン堂　守山播磨田店,524-0012,守山市播磨田町３０６３,株式会社キリン堂,,077-514-1526,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,21450-350,クスリキリン堂　草津追分店,525-0048,草津市追分南六丁目１－６,株式会社キリン堂,,077-569-4925,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,21460-350,ドラッグユタカ　志津東草津店,525-0047,草津市追分一丁目３－３０,株式会社ユタカファーマシー,,077-566-2288,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,21474-350,ココカラファイン　ガーデンシティ草津店,525-0032,草津市大路一丁目１－１　エルティ９３２＆ガーデンシティ草津２階,株式会社ココカラファイン　ヘルスケア,,077-569-4868,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,21483-350,クスリキリン堂　守山水保店,524-0102,守山市水保町１２６７,株式会社キリン堂,,077-584-2577,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,21512-350,ドラッグユタカ　栗東高野店,520-3045,栗東市高野６２０－１,株式会社ユタカファーマシー,,077-552-8912,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,21628-350,ドラッグユタカ　西草津店,525-0028,草津市上笠二丁目３３－１２,株式会社ユタカファーマシー,,077-566-0045,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,21632-350,Ｋａｍｐｏ　Ｓａｌｏｎ　Ｆｌｏｒａ,525-0059,草津市野路一丁目１４－３８　サンマール南草津３０３,株式会社ＦＬＯＲＡ,,077-562-9370,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,21675-350,西友野洲店　薬売場,520-2362,野洲市市三宅１０１３,株式会社西友,,077-586-3601,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,21682-350,株式会社薬舗たんぽぽ,520-3015,栗東市安養寺二丁目５－１５,株式会社薬舗たんぽぽ,,077-554-5467,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,21728-350,クスリキリン堂　野洲店,520-2353,野洲市久野部１４９－１,株式会社キリン堂,,077-586-8821,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,21760-350,西友南草津店　薬売場,525-0055,草津市野路一丁目１３－３６,株式会社西友,,077-565-8666,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,21775-350,なかたに薬店,525-0005,草津市志那町９１６,中谷　功,,077-568-2622,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,21777-350,健康相談にこにこ堂,525-0053,草津市矢倉一丁目５－３３,有限会社にこにこ堂,,077-562-1165,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,21815-350,ザ・ビッグエクストラ野洲店ドラッグ,520-2435,野洲市乙窪４８０－１,イオンビッグ株式会社,,077-589-1200,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,21889-350,野洲行畑薬店,520-2341,野洲市行畑二丁目１－３　１F,秋岡　智子,,077-599-3848,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,21906-350,ドラッグジャパン　栗東店,520-3024,栗東市小柿三丁目５,株式会社スギ薬局,,077-553-1040,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,21914-350,ココカラファイン　平井店,525-0023,草津市平井五丁目１７－１３,株式会社ココカラファイン　ヘルスケア,,077-566-7051,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,21928-350,ドラッグユタカ　栗東安養寺店,520-3015,栗東市安養寺三丁目１－３９,株式会社ユタカファーマシー,,077-554-9335,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,21958-350,タムラ薬販,520-2341,野洲市行畑２６４－１,田村　雅裕,,077-586-0644,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,21963-350,クスリのアオキ　霊仙寺店,520-3035,栗東市霊仙寺一丁目４－６,株式会社クスリのアオキ,,077-551-2333,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,21964-350,クスリのアオキ　目川店,520-3013,栗東市目川１４３３,株式会社クスリのアオキ,,077-551-2820,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,21985-350,ウエルシア野洲小篠原店,520-2331,野洲市小篠原１６１１－１,ウエルシア薬局株式会社,,077-518-0063,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,21991-350,ウエルシア滋賀守山店,524-0022,守山市守山六丁目１０－３７,ウエルシア薬局株式会社,,077-514-0620,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,21994-350,ウエルシア栗東手原店,520-3047,栗東市手原一丁目９－１７,ウエルシア薬局株式会社,,077-554-9494,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,22010-350,クスリキリン堂　草津図書館前店,525-0036,草津市草津町１５４２,株式会社キリン堂,,077-562-6700,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,22055-350,ツルハドラッグ栗東安養寺店,520-3015,栗東市安養寺八丁目２－２２,株式会社ツルハ,,077-551-6268,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,22097-350,ドラッグユタカ栗東小柿店,520-3024,栗東市小柿六丁目４－２８,株式会社ユタカファーマシー,,077-551-2805,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,22108-350,薬マツモトキヨシ　ピエリ守山店,524-0101,守山市今浜町２６２０－５　ピエリ守山１階,株式会社マツモトキヨシ,,077-584-3205,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,22118-350,ドラッグユタカ野洲店,520-2352,野洲市冨波乙８２８,株式会社ユタカファーマシー,,077-586-1160,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,22140-350,スギドラッグ　草津店,525-0036,草津市草津町１５２０－１,株式会社スギ薬局,,077-566-6915,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,22162-350,クスリのアオキ　川田店,524-0001,守山市川田町７５７－１,株式会社クスリのアオキ,,077-585-9515,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,22165-350,Ｖ・ｄｒｕｇ　霊仙寺店,520-3035,栗東市霊仙寺五丁目３－２０,中部薬品株式会社,,077-584-5822,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,22212-350,ドラッグコスモスへそ店,520-3031,栗東市綣四丁目２－２１,株式会社コスモス薬品,,077-551-2565,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,22240-350,ドラッグユタカ守山播磨田店,524-0012,守山市播磨田町６６３－１,株式会社ユタカファーマシー,,077-514-2711,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,22262-350,スギドラッグ　守山東店,524-0041,守山市勝部五丁目７－１８,株式会社スギ薬局,,077-574-8911,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,22273-350,スギドラッグ　栗東ひがし店,520-3041,栗東市出庭５２３－１,株式会社スギ薬局,,077-574-8901,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,22283-350,スギドラッグ　草津大路店,525-0032,草津市大路三丁目５－８,株式会社スギ薬局,,077-584-5890,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,22317-350,ウエルシア草津野路店,525-0059,草津市野路四丁目４－１,ウエルシア薬局株式会社,,077-569-5004,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,22318-350,ドラッグユタカ　栗東野尻店,520-3027,栗東市野尻５８０,株式会社ユタカファーマシー,,077-554-7001,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,22356-350,スギドラッグ　野洲店,520-2331,野洲市小篠原１９８０－５,株式会社スギ薬局,,077-518-1051,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,22357-350,クスリのアオキ野洲店,520-2331,野洲市小篠原１２６９－２,株式会社クスリのアオキ,,077-574-8706,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,22363-350,ドラッグユタカ草津追分南店,525-0048,草津市追分南二丁目１１－１１,株式会社ユタカファーマシー,,077-561-5530,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,22376-350,スギドラッグ　エイスクエア店,525-0025,草津市西渋川一丁目２３－３　エイスクエアＳＡＲＡ東館１階,株式会社スギ薬局,,077-598-0913,,2021-01-25,2026-12-31,5612274.xlsx
店舗販売業,22435-350,ローソンＳ栗東大橋店,520-3046,栗東市大橋七丁目２－２２,株式会社ＦＲＬ,,077-553-1137,,2021-10-12,2026-12-31,5612274.xlsx
店舗販売業,22438-350,ウエルシア野洲市三宅店,520-2362,野洲市市三宅２３７５,ウエルシア薬局株式会社,,077-588-5031,,2021-11-15,2026-12-31,5612274.xlsx
店舗販売業,22440-350,ウエルシア守山今宿店,524-0046,守山市今宿四丁目５－１０,ウエルシア薬局株式会社,,077-514-1661,,2021-12-13,2026-12-31,5612274.xlsx
店舗販売業,22451-350,株式会社高岡屋,525-0034,草津市草津三丁目９－１４,株式会社高岡屋,,077-564-2511,,2022-02-03,2027-12-31,5612274.xlsx
店舗販売業,22454-350,スギドラッグ　南草津店,525-0055,草津市南草津プリムタウン四丁目１７－３０　ルビットパーク南草津,株式会社スギ薬局,,077-598-0762,,2022-04-06,2027-12-31,5612274.xlsx
店舗販売業,22455-350,ドラッグユタカ南草津店,525-0055,草津市野路町６８９－３,株式会社ユタカファーマシー,,077-563-6722,,2022-04-19,2027-12-31,5612274.xlsx
店舗販売業,22467-350,ウエルシア滋賀草津町店,525-0036,草津市草津町１８９９,ウエルシア薬局株式会社,,077-561-0131,,2022-05-17,2027-12-31,5612274.xlsx
店舗販売業,22474-350,スーパーセンタートライアル草津矢橋店,525-0066,草津市矢橋町２２１,株式会社トライアルストアーズ,,077-598-5093,,2022-08-24,2027-12-31,5612274.xlsx
店舗販売業,22475-350,サンドラッグ野洲店,520-2331,野洲市小篠原１０００　アルプラザ野洲店１階,株式会社サンドラッグ,,077-509-9858,,2022-08-19,2027-12-31,5612274.xlsx
店舗販売業,22502-350,ドラッグコスモス川原店,525-0022,草津市川原一丁目９－１,株式会社コスモス薬品,,,,2022-12-05,2027-12-31,5612274.xlsx
店舗販売業,22513-350,フジ薬品　アルプラザ,525-0025,草津市西渋川一丁目２３－３０　アルプラザ草津内,有限会社フジ薬局,,077-567-1981,,2023-01-12,2028-12-31,5612274.xlsx
店舗販売業,22524-350,マルワ漢方,525-0032,草津市大路一丁目８－２５　エムビル１Ｆ,京山　公子,,077-564-3511,,2023-03-22,2028-12-31,5612274.xlsx
店舗販売業,22542-350,クスリのアオキ草津下物店,525-0001,草津市下物町５１－１,株式会社クスリのアオキ,,077-584-5646,,2023-06-28,2028-12-31,5612274.xlsx
店舗販売業,22582-350,松喬堂,520-2331,野洲市小篠原１９７９,木本　順子,,077-588-2430,,2024-02-28,2029-12-31,5612274.xlsx
店舗販売業,22610-350,ローソン　栗東御園店,520-3005,栗東市御園１８９３,多賀　雄,,077-558-0070,,2025-02-03,2030-12-31,5612274.xlsx
店舗販売業,22612-350,クスリキリン堂　守山駅前店,524-0037,守山市梅田町２８－１,株式会社キリン堂,,077-581-2360,,2024-09-05,2029-12-31,5612274.xlsx
店舗販売業,22617-350,ゲンキー小島店,524-0002,守山市小島町１６０２,ゲンキー株式会社,,077-516-7740,,2024-11-04,2030-11-03,5612274.xlsx
店舗販売業,22628-350,クスリのアオキ草津野村店,525-0027,草津市野村四丁目３－３,株式会社クスリのアオキ,,077-516-8880,,2025-02-05,2030-12-31,5612274.xlsx
店舗販売業,22636-350,薬マツモトキヨシ　ハズイタウン守山店,524-0045,守山市金森町４８８,株式会社マツモトキヨシ,,077-514-8020,,2025-02-12,2030-12-31,5612274.xlsx
店舗販売業,22653-350,スギドラッグ　守山店,524-0021,守山市吉身三丁目１４－３０,株式会社スギ薬局,,077-514-1911,,2025-05-01,2030-12-31,5612274.xlsx
店舗販売業,22654-350,ゲンキ―山田店,525-0061,草津市北山田町坊ノ後６９－１,ゲンキ―株式会社,,077-518-8970,,2025-05-12,2031-05-11,5612274.xlsx
店舗販売業,22662-350,クスリキリン堂　草津かがやき通り店,525-0048,草津市追分南三丁目２５－４,株式会社キリン堂,,077-567-3120,,2025-07-01,2030-12-31,5612274.xlsx
店舗販売業,22664-350,ドラッグコスモス小柿店,520-3024,栗東市小柿三丁目４－４３,株式会社コスモス薬品,,077-518-8989,,2025-07-14,2030-12-31,5612274.xlsx
店舗販売業,22691-350,ゲンキー西渋川店,525-0025,草津市西渋川二丁目１－２８,ゲンキー株式会社,,,,2026-03-09,2032-03-08,5612274.xlsx
店舗販売業,22694-350,ドラッグコスモス下鈎店,520-3026,栗東市下鈎８９６,株式会社コスモス薬品,,077-552-5303,,2026-03-17,2031-12-31,5612274.xlsx
店舗販売業,30034-350,昭和化学工業株式会社,520-3433,甲賀市甲賀町大原市場１５７,昭和化学工業株式会社,,0748-88-2174,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,30035-350,日新製薬株式会社,528-0013,甲賀市水口町宮の前２－６２,日新製薬株式会社,,0748-62-4161,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,30074-350,ニコニコ薬店,520-3105,湖南市石部西一丁目３－４,中井　さち子,,0748-77-6700,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,30309-350,健康相談処たつおか,528-0235,甲賀市土山町大野４９５８－１,立岡　万利夫,,0748-67-1358,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,30366-350,平和堂薬品　アル・プラザ水口,528-0037,甲賀市水口町本綾野５６６－１,株式会社平和堂,,0748-62-7101,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,30380-350,ドラッグユタカ　信楽店,529-1835,甲賀市信楽町長野１２８０－３,株式会社ユタカファーマシー,,0748-82-1553,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,30399-350,ドラッグユタカ　水口店,528-0037,甲賀市水口町本綾野２－２,株式会社ユタカファーマシー,,0748-63-4810,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,30566-350,ドラッグユタカ　甲南店,520-3313,甲賀市甲南町新治２０２７,株式会社ユタカファーマシー,,0748-86-0296,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,30567-350,ドラッグユタカ　土山店,528-0235,甲賀市土山町大野４９４６－１,株式会社ユタカファーマシー,,0748-67-0771,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,30573-350,カインズ　甲賀店,528-0056,甲賀市水口町泉１４０５,株式会社カインズ,,0748-63-8000,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,30631-350,クスリキリン堂　甲南町店,520-3311,甲賀市甲南町竜法師３３８－３　フレンドタウン甲賀,株式会社キリン堂,,0748-86-8805,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,30655-350,ドラッグユタカ　水口暁店,528-0012,甲賀市水口町暁５１３３,株式会社ユタカファーマシー,,0748-63-1356,,2021-01-01,2026-12-31,5612274.xlsx
店舗販売業,30697-350,西友水口店薬売場,528-0005,甲賀市水口町水口６０８４－１,株式会社西友,,0748-63-8111,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,30699-350,日新薬品工業株式会社,520-3426,甲賀市甲賀町田堵野８０－１,日新薬品工業株式会社,,0748-88-4156,,2023-01-01,2028-12-31,5612274.xlsx
店舗販売業,30715-350,こぶけ薬品,528-0017,甲賀市水口町京町６－１,古武家　義敬,,0748-62-2239,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,30716-350,こぶけ薬品,528-0042,甲賀市水口町虫生野中央９０,古武家　佳代子,,0748-62-0081,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,30722-350,スギドラッグ　甲西店,520-3252,湖南市岩根３６７,株式会社スギ薬局,,0748-75-8520,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,30735-350,株式会社大正堂,528-0028,甲賀市水口町城東３－３８,株式会社大正堂,,0748-65-3001,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,30744-350,ツルハドラッグ　菩提寺店,520-3242,湖南市菩提寺西三丁目１１－１３,株式会社ツルハ,,0748-74-4114,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,30758-350,ウエルシア甲賀水口貴生川店,528-0049,甲賀市水口町貴生川二丁目６２,ウエルシア薬局株式会社,,0748-65-3557,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,30766-350,ザ・ビッグエクストラ湖南店ドラッグ,520-3252,湖南市岩根４５８０,イオンビッグ株式会社,,0748-72-5510,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,30805-350,ドラッグコスモス夏見店,520-3223,湖南市夏見２１３１,株式会社コスモス薬品,,0748-71-2468,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,30808-350,クスリのアオキ石部東店,520-3107,湖南市石部東六丁目４－１０,株式会社クスリのアオキ,,0748-69-7071,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,30815-350,ドラッグユタカ　石部店,520-3106,湖南市石部中央六丁目１－３１,株式会社ユタカファーマシー,,0748-77-8011,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,30823-350,クスリのアオキ　水口店,528-0005,甲賀市水口町水口６０２０－１,株式会社クスリのアオキ,,0748-69-5322,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,30824-350,ドラッグジャパン　信楽店,529-1851,甲賀市信楽町長野１２９６－１,株式会社スギ薬局,,0748-78-0010,,2022-01-01,2027-12-31,5612274.xlsx
店舗販売業,30853-350,スーパーセンタートライアル湖南店,520-3233,湖南市柑子袋２５０－５,株式会社トライアルストアーズ,,0748-72-7171,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,30871-350,ドラッグユタカ甲西店,520-3254,湖南市岩根中央三丁目７,株式会社ユタカファーマシー,,0748-72-2666,,2024-01-01,2029-12-31,5612274.xlsx
店舗販売業,30887-350,ドラッグコスモス甲南野田店,520-3308,甲賀市甲南町野田５０５－１,株式会社コスモス薬品,,0748-86-8353,,2025-01-01,2030-12-31,5612274.xlsx
店舗販売業,30893-350,ドラッグコスモス石部店,520-3106,湖南市石部中央四丁目７－４０,株式会社コスモス薬品,,0748-77-8010,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,30896-350,ドラッグコスモス名坂店,528-0036,甲賀市水口町東名坂２８３－１,株式会社コスモス薬品,,0748-65-1231,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,30897-350,ドラッグユタカ水口的場店,528-0000,甲賀市水口町的場１０６,株式会社ユタカファーマシー,,0748-65-0575,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,30903-350,大野養真堂,528-0005,甲賀市水口町水口３２０５,有限会社大野養真堂,,0748-62-8566,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,30906-350,ドラッグコスモス甲賀市役所前店,528-0005,甲賀市水口町水口６１９５,株式会社コスモス薬品,,0748-65-0211,,2026-01-01,2031-12-31,5612274.xlsx
店舗販売業,30912-350,クスリのアオキ土山店,528-0235,甲賀市土山町大野５００５－１,株式会社クスリのアオキ,,0748-67-0112,,2021-03-31,2026-12-31,5612274.xlsx
店舗販売業,30915-350,クスリのアオキ三雲店,520-3221,湖南市三雲２３８－５,株式会社クスリのアオキ,,0748-69-7622,,2021-04-28,2026-12-31,5612274.xlsx
店舗販売業,30924-350,クスリのアオキ甲賀店,520-3433,甲賀市甲賀町大原市場７９９,株式会社クスリのアオキ,,0748-88-2011,,2022-01-19,2027-12-31,5612274.xlsx
店舗販売業,30961-350,ゲンキー土山頓宮店,528-0232,甲賀市土山町前野１１７－１,ゲンキー株式会社,,,,2023-01-16,2029-01-15,5612274.xlsx
