カテゴリ,施設名,郵便番号,所在地,住所,番地,法人・団体名,確認・許可年月日,種別,旧種別,登録期限,保健所
美容所,ＥｌｅＳａｒｉａ,524-0013,守山市下之郷一丁目,守山市下之郷一丁目１１－１ アーバンビル守山 １Ｆ Ｂ号 室,１１－１ アーバンビル守山 １Ｆ Ｂ号 室,株式会社バフォグループ,R05/10/13,,,,草津
美容所,アロマとハーブの香るかくれ家エステ Ｓａ ｌｏｎ ｄｅ Ｍｅｒｃｉ,520-3004,栗東市上砥山,栗東市上砥山２１６６－５,２１６６－５,,R05/10/11,,,,草津
美容所,Ｓｔｕｄｉｏ Ｎｏｅｌｌａ,525-0050,草津市南草津五丁目,草津市南草津五丁目６－８－１０１,６－８－１０１,株式会社Ｎｏｅｌｌａ,R05/10/30,,,,草津
美容所,ａｌｏｎａ ＮＡＩＬ ＳＡＬＯＮ＆ＳＣＨ ＯＯＬ,525-0032,草津市大路一丁目,草津市大路一丁目１７－５－２Ｆ,１７－５－２Ｆ,,R05/11/08,,,,草津
美容所,ロコズビューティーハウオリ,525-0059,草津市野路一丁目,草津市野路一丁目１２－１１ アメニティ南草津Ⅳ １０６,１２－１１ アメニティ南草津Ⅳ １０６,,R05/11/01,,,,草津
美容所,Ｌｕｐｉｎｕｓ,525-0059,草津市野路一丁目,草津市野路一丁目７－２１ リベリー南草津２０９,７－２１ リベリー南草津２０９,株式会社ａｃｃｕｍｕｌｅｒ,R05/10/27,,,,草津
美容所,ａｍｉｅ,525-0071,草津市南笠東三丁目,草津市南笠東三丁目２２－９７－２１,２２－９７－２１,,R05/11/08,,,,草津
美容所,ｈａｉｒ ｓｔｏｒｙ ｅｍｉｏ,525-0036,草津市草津町,草津市草津町１６５８－２１,１６５８－２１,,R05/11/21,,,,草津
美容所,Ｗ ｂｅａｕｔｙ＆ｒｅｌａｘ,525-0037,草津市西大路町,草津市西大路町４－３２ クサツウエストロイヤルタワー １Ｆ,４－３２ クサツウエストロイヤルタワー １Ｆ,株式会社インフィクス,R05/11/21,,,,草津
美容所,Ｌｅ：ｌｉａｎ,524-0041,守山市勝部二丁目,守山市勝部二丁目１－１８ １Ｆ,１－１８ １Ｆ,,R05/11/24,,,,草津
美容所,Ｌｉｍ：,524-0041,守山市勝部二丁目,守山市勝部二丁目１－１８ ２Ｆ,１－１８ ２Ｆ,,R05/11/24,,,,草津
美容所,ＦＲＥＹＪＡ,524-0037,守山市梅田町,守山市梅田町１０－１ 梅田スカイビル２０１,１０－１ 梅田スカイビル２０１,,R05/12/08,,,,草津
美容所,ｓｕｒｕｍｅ ｄａｉｚ,525-0027,草津市野村四丁目,草津市野村四丁目１６－１ さつき１階３号室,１６－１ さつき１階３号室,,R05/12/25,,,,草津
美容所,ｓｉｓｕｉ,525-0068,草津市南草津プリムタ ウン,草津市南草津プリムタ ウン三丁目２１－１,三丁目２１－１,,R06/01/04,,,,草津
美容所,ＭＯＯＫ ＨＡＩＲ／Ｐｏｗｅｒ ｍｏｂｉ ｌｅ ｓａｌｏｎ,524-0102,守山市水保町,守山市水保町１０４８,１０４８,有限会社滋賀物流建設,R05/12/25,,,,草津
美容所,ｖｉｏｌａ,525-0028,草津市上笠四丁目,草津市上笠四丁目２５－１１－１,２５－１１－１,,R06/01/12,,,,草津
美容所,Ｔｓｉｋｙ,524-0022,守山市守山六丁目,守山市守山六丁目１６－２ フロントパーク守山２０１,１６－２ フロントパーク守山２０１,,R06/01/17,,,,草津
美容所,Ｇｌａｒｅ,520-2304,野洲市永原,野洲市永原７１１－３ ＭＩＵＲＡビル １－１号室,７１１－３ ＭＩＵＲＡビル １－１号室,株式会社Ｇｌａｒｅ,R06/01/29,,,,草津
美容所,Ｓｕｎｎｙ ｈａｉｒ ｒｏｏｍ,525-0071,草津市南笠東二丁目,草津市南笠東二丁目１４－１２,１４－１２,,R06/02/02,,,,草津
美容所,ｉｌｕｚ,525-0032,草津市大路二丁目,草津市大路二丁目２－１８ ｓｔｙｌｅビルⅡ（２０２）,２－１８ ｓｔｙｌｅビルⅡ（２０２）,,R06/03/07,,,,草津
美容所,Ｉｂ ｂｙ ＮＹＮＹ,524-0046,守山市今宿四丁目,守山市今宿四丁目１－１２ ＳＤＧｓ コミュニティガーデ ン１０８,１－１２ ＳＤＧｓ コミュニティガーデ ン１０８,株式会社Ｉｂｌｉｓｓ,R06/03/07,,,,草津
美容所,Ｔｈｅ Ｈｅａｌｉｎｇ Ｓｐａ ＹＵＲＵ ＲＩ＆心休院ゆるり,525-0047,草津市追分三丁目,草津市追分三丁目１４－９,１４－９,,R06/02/28,,,,草津
美容所,ＲＯＡＮ,525-0050,草津市南草津一丁目,草津市南草津一丁目３－１０ クレストⅡ １Ｆ,３－１０ クレストⅡ １Ｆ,有限会社ラ・リヴィエール,R06/03/28,,,,草津
美容所,ｍａｍｅ,524-0022,守山市守山一丁目,守山市守山一丁目２－８ １Ｆ,２－８ １Ｆ,,R06/03/19,,,,草津
美容所,瑞々,520-3037,栗東市北中小路,栗東市北中小路７９,７９,,R06/03/08,,,,草津
美容所,ｊｕｎ ｂｅａｕｔｙ ｓａｌｏｎ,525-0023,草津市平井五丁目,草津市平井五丁目１６－２１ １階,１６－２１ １階,,R06/03/29,,,,草津
美容所,Ｌｉｎｏ,525-0066,草津市矢橋町,草津市矢橋町１０５－１ カーサソラッツオ壱番館６０ ６,１０５－１ カーサソラッツオ壱番館６０ ６,,R06/04/03,,,,草津
美容所,ｗｉｔｈ ａ ｓｍｉｌｅ,525-0072,草津市笠山三丁目,草津市笠山三丁目１４－８,１４－８,,R06/03/22,,,,草津
美容所,美容室 キムラ,525-0031,草津市若竹町,草津市若竹町４－１５ 角三ビル１Ｆ,４－１５ 角三ビル１Ｆ,,R06/04/22,,,,草津
美容所,ＬＯＭＩＥＲＥ 守山店,524-0021,守山市吉身二丁目,守山市吉身二丁目４－１７ 吉身テナント２０１,４－１７ 吉身テナント２０１,,R06/04/03,,,,草津
美容所,ＳＴＥＶＩＡ,525-0036,草津市草津町,草津市草津町１４６４－８－Ｂ－２,１４６４－８－Ｂ－２,,R06/03/28,,,,草津
美容所,ＡＯＲＡ,520-3015,栗東市安養寺一丁目,栗東市安養寺一丁目１２－１ シルクルーム５番館３０２,１２－１ シルクルーム５番館３０２,,R06/04/08,,,,草津
美容所,Ｅｙｅｌａｓｈ ｓａｌｏｎ ｉｍｅ 南草 津店,525-0066,草津市矢橋町,草津市矢橋町１１５－７ 森田ビル１Ｆ １０１,１１５－７ 森田ビル１Ｆ １０１,,R06/04/26,,,,草津
美容所,Ｗ ｂｅａｕｔｙ＆ｒｅｌａｘ 南草津店,525-0059,草津市野路一丁目,草津市野路一丁目１６－１３ アメニティ南草津Ｖ１０６,１６－１３ アメニティ南草津Ｖ１０６,株式会社インフィクス,R06/05/02,,,,草津
美容所,Ｌａ ｂｅａｕｎｔｅ,525-0059,草津市野路一丁目,草津市野路一丁目１３－７ Ａｍｏｕｒｅｕｓｅ南草津１０ ２,１３－７ Ａｍｏｕｒｅｕｓｅ南草津１０ ２,,R06/05/10,,,,草津
美容所,ＣｕｔＲｏｏｍ ｆｌｅｕｒ～ふるーる～,520-3024,栗東市小柿五丁目,栗東市小柿五丁目７－１８,７－１８,,R06/06/03,,,,草津
美容所,ｏｍｉｉ ｓａｌｏｎ 守山店 Ｌｉ ｄｅ ｕｒ,524-0022,守山市守山六丁目,守山市守山六丁目９－８３ 元町橋九１０３号,９－８３ 元町橋九１０３号,Ｋ－ｈｏｐｅ株式会社,R06/05/28,,,,草津
美容所,ＲｉＮ ＨＡＩＲ,525-0061,草津市北山田町,草津市北山田町１１７－１,１１７－１,,R06/06/03,,,,草津
美容所,ｐｌｕｓ ｉｃｏｔｔｏ,525-0025,草津市西渋川一丁目,草津市西渋川一丁目１７－４２,１７－４２,,R06/06/05,,,,草津
美容所,ｈａｉｒ ＥＡＲＬＹ,520-3026,栗東市下鈎,栗東市下鈎１６２８,１６２８,,R06/07/03,,,,草津
美容所,ＵＲＵ ｏｒｇａｎｉｃ ｈａｉｒ＆ｓｐａ 南草津店,525-0050,草津市南草津三丁目,草津市南草津三丁目７－２,７－２,有限会社トレードプランナー,R06/06/26,,,,草津
美容所,ｐｒｉｖａｔｅ ｂｅａｕｔｙ ｓａｌｏｎ ＆ 南草津店,525-0059,草津市野路一丁目,草津市野路一丁目１６－１ アメニティ南草津Ⅷ－１０２,１６－１ アメニティ南草津Ⅷ－１０２,株式会社ｅｍｕｓｅ,R06/06/26,,,,草津
美容所,Ｚｉｎａ 南草津,525-0059,草津市野路一丁目,草津市野路一丁目１６－１ アメニティ南草津Ⅷ番館 Ａ１ ０１,１６－１ アメニティ南草津Ⅷ番館 Ａ１ ０１,株式会社Ｚｉｎａ,R06/07/31,,,,草津
美容所,Ａｌｏ,525-0055,草津市野路町,草津市野路町３０１０ グローリ南草津１０４,３０１０ グローリ南草津１０４,,R06/07/08,,,,草津
美容所,ｅｎａ．,525-0036,草津市草津町,草津市草津町１８９３－４,１８９３－４,,R06/09/03,,,,草津
美容所,Ｃｕｔｅ ｍｅ,525-0025,草津市西渋川二丁目,草津市西渋川二丁目８－３７－１３,８－３７－１３,,R06/07/31,,,,草津
美容所,髪屋 こころ 也,524-0061,守山市赤野井町,守山市赤野井町１７４５－１,１７４５－１,,R06/07/29,,,,草津
美容所,ＥＷＯＬＰ,524-0022,守山市守山四丁目,守山市守山四丁目１２－１０ １Ｆ,１２－１０ １Ｆ,,R06/08/20,,,,草津
美容所,髪質改善・美髪サロン ＪＩＬＬ,520-3031,栗東市綣六丁目,栗東市綣六丁目１１－１５ Ｂ号室,１１－１５ Ｂ号室,合同会社ＪＩＬＬ,R06/09/17,,,,草津
美容所,ｌｕｎｅ,520-2331,野洲市小篠原,野洲市小篠原１２６６ トモエアパート１－５,１２６６ トモエアパート１－５,,R06/10/02,,,,草津
美容所,ｔｙｔｔｏ ｅｙｅｌａｓｈ,524-0103,守山市洲本町,守山市洲本町１３８１－１,１３８１－１,,R06/10/02,,,,草津
美容所,アリュージョン滋賀 草津店,525-0032,草津市大路二丁目,草津市大路二丁目３－２－６０３,３－２－６０３,株式会社Ｒｅｖｅ,R06/09/27,,,,草津
美容所,ｒｕｅａｒｌｅ,525-0054,草津市東矢倉四丁目,草津市東矢倉四丁目８－５５ 野路一番館１０１,８－５５ 野路一番館１０１,,R06/10/16,,,,草津
美容所,ブリスルーチェ,525-0048,草津市追分南一丁目,草津市追分南一丁目１－１４ えんビル２F,１－１４ えんビル２F,,R06/10/16,,,,草津
美容所,アイブロウサロンｉ．南草津店,525-0059,草津市野路一丁目,草津市野路一丁目９－１７－６Ｆ,９－１７－６Ｆ,株式会社ＥＤＧＥ,R06/11/06,,,,草津
美容所,ヘアーワークス ニート,525-0041,草津市青地町,草津市青地町５２４,５２４,,R07/01/14,,,,草津
美容所,Ｅｎｎｅ,525-0066,草津市矢橋町,草津市矢橋町１０５－１ カーサ・ソラッツォ壱番館Ｂ,１０５－１ カーサ・ソラッツォ壱番館Ｂ,,R06/12/18,,,,草津
美容所,Ｌｍｏｗ,524-0044,守山市古高町,守山市古高町２５２ アマルフィ１０５号,２５２ アマルフィ１０５号,,R06/12/02,,,,草津
美容所,アイブロウサロン ｉ’ｍ 南草津店,525-0059,草津市野路一丁目,草津市野路一丁目４－７－６Ｆ,４－７－６Ｆ,株式会社ＷＩＺ,R06/11/27,,,,草津
美容所,Ｌａ．ｂｏｎｉｔａ ｉｍｐｒｏｖｅ,525-0026,草津市渋川一丁目,草津市渋川一丁目１－６０,１－６０,有限会社トップグレース,R06/12/06,,,,草津
美容所,ｆｏｒｓ南草津,525-0055,草津市野路町,草津市野路町６８３－６ 南草津フォレストコートビル ２Ｆ ２０５号室,６８３－６ 南草津フォレストコートビル ２Ｆ ２０５号室,ｆｏｒｓ株式会社,R06/12/27,,,,草津
美容所,ｅｙｅｂｉｒｄ,525-0027,草津市野村六丁目,草津市野村六丁目１０－３０ グランエクレール３０７,１０－３０ グランエクレール３０７,,R06/12/17,,,,草津
美容所,Ｌａｎｄ Ｈａｉｒ,525-0034,草津市草津一丁目,草津市草津一丁目１６－２０ 青木マンション１階,１６－２０ 青木マンション１階,合同会社ＬＡＮＤ,R07/01/06,,,,草津
美容所,ｍｏａｌｕ,525-0054,草津市東矢倉二丁目,草津市東矢倉二丁目５－２８ サンシャイン南草津１Ｆ,５－２８ サンシャイン南草津１Ｆ,,R07/01/29,,,,草津
美容所,ＸＡＲＩＴＥＳ,525-0026,草津市渋川一丁目,草津市渋川一丁目２－２６ ザ・草津タワー２０５,２－２６ ザ・草津タワー２０５,合同会社ＬＡＮＤ,R07/02/05,,,,草津
美容所,Ｆｕｕ,520-3015,栗東市安養寺二丁目,栗東市安養寺二丁目１０－３１,１０－３１,,R07/01/20,,,,草津
美容所,Ｐｒｉｖａｔｅ ｓａｌｏｎ ＳＬＯＷ：,525-0014,草津市駒井沢町,草津市駒井沢町３７０－３,３７０－３,,R07/01/29,,,,草津
美容所,ｅｐｔａ,520-3023,栗東市坊袋,栗東市坊袋１７７－５,１７７－５,,R07/03/06,,,,草津
美容所,Ｂｒｕｓｈ ｕｐ,525-0027,草津市野村二丁目,草津市野村二丁目２－１ ソネット草津２０１号,２－１ ソネット草津２０１号,,R07/02/21,,,,草津
美容所,ＮＹＮＹ近鉄草津店,525-0026,草津市渋川一丁目,草津市渋川一丁目１－５０ 近鉄草津店４Ｆ,１－５０ 近鉄草津店４Ｆ,株式会社ニューヨーク・ニューヨーク,R07/03/11,,,,草津
美容所,ＹＯＨＡＫＵ,520-3005,栗東市御園,栗東市御園９８９－９,９８９－９,,R07/03/19,,,,草津
美容所,ｅｔｅｌｕ,525-0048,草津市追分南五丁目,草津市追分南五丁目１５－２６,１５－２６,,R07/04/25,,,,草津
美容所,髪質改善専門店 ｍｉｇｇ,524-0041,守山市勝部五丁目,守山市勝部五丁目３－２９,３－２９,,R07/05/02,,,,草津
美容所,Ｌａｎａｎｉ,524-0044,守山市古高町,守山市古高町６２４－５,６２４－５,,R07/05/30,,,,草津
美容所,Ｃｈａｒｍ 草津駒井沢店,525-0014,草津市駒井沢町,草津市駒井沢町７０－４ ２Ｆ,７０－４ ２Ｆ,Ｒ＆Ｄ株式会社,R07/05/29,,,,草津
美容所,ヘアーサロン リズム,524-0012,守山市播磨田町,守山市播磨田町３０４０,３０４０,株式会社カットツイン,R07/06/27,,,,草津
美容所,Ｃｈａｒｍ～ｔｓｕｍｕ～,525-0043,草津市馬場町,草津市馬場町４９８,４９８,,R07/06/20,,,,草津
美容所,ｎｉｃｏ ｅｙｅｌａｓｈ ｂｅａｕｔｙ ｌｏｕｎｇｅ,525-0027,草津市野村二丁目,草津市野村二丁目１５－１３,１５－１３,株式会社インフィクス,R07/06/25,,,,草津
美容所,Ｌａ ＳＨＥ’ｓ 南草津店,525-0059,草津市野路一丁目,草津市野路一丁目３－４ 草津商業施設１Ｆ,３－４ 草津商業施設１Ｆ,株式会社Ｄｃｒｅｗｓ,R07/07/30,,,,草津
美容所,ｏｖｅｒ ｈａｉｒ 南草津店,525-0059,草津市野路一丁目,草津市野路一丁目３－４ 草津商業施設１階,３－４ 草津商業施設１階,株式会社Ｄｃｒｅｗｓ,R07/07/30,,,,草津
美容所,ＪｕｎｏＡ ｈａｉｒ ｓａｌｏｎ,520-2413,野洲市吉地,野洲市吉地６６０－２,６６０－２,,R07/08/06,,,,草津
美容所,ＶＩｓａｎｅ,524-0013,守山市下之郷三丁目,守山市下之郷三丁目１３－８,１３－８,,R07/08/04,,,,草津
美容所,ＪＩＬＬ,520-3015,栗東市安養寺一丁目,栗東市安養寺一丁目１－１１ サンワードビル１１,１－１１ サンワードビル１１,,R07/08/20,,,,草津
美容所,ＰＬＡＴＩＮＡＭ ＤＯＬＬ 南草津店,525-0059,草津市野路一丁目,草津市野路一丁目１１－２ エルゼルプラザＥａｓｔⅢ ２ Ｆ,１１－２ エルゼルプラザＥａｓｔⅢ ２ Ｆ,株式会社ｍａｕｎａ,R07/08/29,,,,草津
美容所,Ｚｉｎａ守山,524-0021,守山市吉身四丁目,守山市吉身四丁目７－７,７－７,株式会社Ｚｉｎａ,R07/10/03,,,,草津
美容所,Ｎｏｂｅｌａ,524-0022,守山市守山四丁目,守山市守山四丁目５－１－２０３,５－１－２０３,,R07/09/12,,,,草津
美容所,ｏｍｉｉ ｓａｌｏｎ,525-0048,草津市追分南四丁目,草津市追分南四丁目２－３ かがやきテラス２－Ａ,２－３ かがやきテラス２－Ａ,Ｋ－ｈｏｐｅ株式会社,R07/09/29,,,,草津
美容所,Ｌａｎｉ,520-2362,野洲市市三宅,野洲市市三宅２４６０,２４６０,,R07/10/06,,,,草津
美容所,ヘアープランナー カモ,520-2342,野洲市野洲,野洲市野洲２０２９－４,２０２９－４,,R07/10/06,,,,草津
美容所,ｈａｉｒ ｓａｌｏｎ ｅｎ．,520-3031,栗東市綣二丁目,栗東市綣二丁目２－３４ウイングビュー２０３,２－３４ウイングビュー２０３,,R07/10/31,,,,草津
美容所,ｍｅｌｏｍｅ,525-0047,草津市追分一丁目,草津市追分一丁目５－１３ メロメビル１Ｆ,５－１３ メロメビル１Ｆ,株式会社メロメ,R07/11/12,,,,草津
美容所,Ｅｙｅｌａｓｈ Ｓａｌｏｎ Ｂｌａｎｃ Ｌｔｙ草津店,525-0032,草津市大路一丁目,草津市大路一丁目１－１ エルティ９３２ ２Ｆ,１－１ エルティ９３２ ２Ｆ,株式会社Ｂｌａｎｃ,R07/11/26,,,,草津
美容所,ｉｃｏｔｔｏ 南草津,525-0055,草津市野路町,草津市野路町４４１－３０３,４４１－３０３,,R07/11/25,,,,草津
美容所,まつ毛パーマ眉毛専門サロン・ｅｎｙ南草津 店,525-0055,草津市野路町,草津市野路町４５６－６ コーポ中嶋１０２,４５６－６ コーポ中嶋１０２,株式会社ｍａｒｕｆｕｋｕ,R07/12/01,,,,草津
美容所,りふれるＢｅａｕｔｙ＋ 栗東店,520-3032,栗東市苅原,栗東市苅原１０９－２,１０９－２,株式会社Ｍｅｒｒｙ Ｃｏｌｌｅｃｔｉｏｎ,R08/01/28,,,,草津
